transaction_id,customer_id,customer_name,email,purchase_date,product_id,category,price,quantity,total_amount,payment_method,delivery_status,customer_address,id
1061,328,"George Tran",hernandezcory@hicks-waller.com,2023-04-05,1007,"Home & Kitchen",4180.26,4,16721.04,PayPal,Shipped,"1490 Sheila Rapids
Port Ashleytown, SC 05232",29
1001,102,"Amy Wells",caroladams@gmail.com,2024-01-24,1023,Clothing,4210.71,1,4210.71,"Credit Card",Pending,"5769 Tracy Lane
Port Amy, AZ 35865",30
1143,391,"Jerry Rice",ocastillo@yahoo.com,2023-06-29,1024,Books,4323.38,3,12970.14,"Credit Card",Processing,"52854 Dana Gateway Suite 180
Lake Donnaborough, IA 17340",31
1062,166,"Christine Holmes",robinsonalexis@porter.com,2024-05-01,1027,Books,3381.08,2,6762.16,PayPal,Cancelled,"392 Jones Plains Suite 240
Port Caleb, ID 61506",32
1144,162,"Kyle Adams",landrymadison@kirk.com,2024-03-15,1023,Clothing,2195.35,5,10976.75,"Credit Card","Not Delivered","9316 Tanya Mountains
New Spencerbury, AR 09337",33
1145,418,"Christopher Russell",lopezsusan@yahoo.com,2025-01-22,1082,Books,3122.84,8,24982.72,"Credit Card",Delivered,"79237 Padilla Village Suite 759
Kerrstad, IA 98102",34
1146,288,"Brett Hayes",wfrancis@hotmail.com,2024-09-01,1050,Books,3782.39,8,30259.12,"Credit Card",Cancelled,"585 Huang Prairie Suite 447
Lake Marissaland, IN 34970",35
1063,273,"Brenda Howard",amber84@yahoo.com,2024-01-28,1010,Electronics,82.41,8,659.28,"Bank Transfer",Shipped,"0433 Christine Key
South James, ID 97496",36
1064,387,"Kristen Lopez",chelsea76@yahoo.com,2023-11-06,1034,Clothing,3035.27,0,0.00,"Credit Card",Cancelled,"1672 Jones Keys
West Patriciahaven, ND 63816",37
1147,378,"Jade Cross",qyoung@kim-johnson.info,2023-03-18,1078,Clothing,4525.28,7,31676.96,"Bank Transfer",Returned,"2294 Meredith Passage
Carrieborough, GA 44911",38
1065,88,"Kenneth Smith",karen98@gonzalez.com,2024-11-05,1036,"Home & Kitchen",110.18,6,661.08,"Credit Card",Processing,"1147 Mckee Lakes
Barnesstad, HI 03530",39
1148,260,"James Heath",emilyphillips@yahoo.com,2024-10-04,1079,Unknown,1734.60,2,3469.20,Cash,"Not Delivered","496 Leach Parks Suite 360
East Jason, ME 22625",40
1066,315,"Stephanie Fox",meyeranna@gmail.com,2024-07-24,1025,Clothing,2539.27,8,20314.16,"Credit Card",Delivered,"758 Morrison Estate
Petersenfurt, TX 47674",41
1002,435,"Joshua Lopez",NULL,2023-09-05,1029,Electronics,3298.49,3,9895.47,"Debit Card",Delivered,"70936 Rangel Falls
Wellshaven, AK 75186",42
1149,489,"Jill Brown",nsimpson@meyer.com,2024-04-24,1079,"Home & Kitchen",1785.17,6,10711.02,"Credit Card",Pending,"58802 Cox Lane
New Gwendolyn, NM 98142",43
1067,13,"Jennifer Shepherd",awilliams@gmail.com,2023-05-01,1006,Toys,371.16,5,1855.80,"Debit Card",Shipped,"1563 Megan Grove Apt. 229
Rivashaven, KY 42599",44
1150,230,"Kerry Rios",robert28@johnson-reed.com,2023-09-02,1070,Electronics,4809.63,3,14428.89,"Bank Transfer",Delivered,"87227 Baxter Shores Suite 282
Youngfurt, MA 44936",45
1151,40,"Lisa Garrett",nguyentony@gmail.com,2025-02-04,1027,Books,2283.22,0,0.00,"Credit Card",Returned,"873 William Islands
South Christopher, NE 38518",46
1152,27,"Ronald Austin",jennabanks@yahoo.com,2024-05-04,1015,Electronics,1626.90,4,6507.60,"Credit Card",Shipped,"6133 Reynolds Flat Suite 464
Amandaville, KY 10930",47
1068,241,"Glenda Turner",ernest70@mayer.info,2023-03-06,1024,Unknown,1144.69,8,9157.52,"Credit Card",Returned,"PSC 9563, Box 2314
APO AE 73422",48
1069,264,"Kristy Hodges",fraziercindy@gmail.com,2024-10-15,1018,Unknown,1552.12,1,1552.12,"Credit Card",Shipped,"367 Cory Square
Lake Daniel, SC 46296",49
1070,345,"Julie Rivas",wilsondavid@gmail.com,2024-11-17,1087,"Home & Kitchen",3503.77,9,31533.93,"Credit Card",Delivered,"5169 Scott Springs
Jacobhaven, NH 14131",50
1003,348,"Richard Alvarado",rose47@hotmail.com,2024-07-09,1078,Books,2387.86,6,14327.16,"Credit Card",Returned,"724 Aaron Villages
Patriciachester, VA 64309",51
1071,52,"Derrick Johnson",williamsmichael@meadows.org,2023-07-15,1006,"Home & Kitchen",386.13,2,772.26,"Credit Card",Pending,"3471 Gibson Lakes Apt. 531
North Melissaville, RI 58072",52
1004,270,"Nichole Nelson",sgibbs@reeves.org,2023-07-28,1090,Clothing,3780.65,2,7561.30,"Credit Card",Shipped,"4983 James Plains
Roachland, NJ 41398",53
1153,134,"Michael Burns",rebecca22@gmail.com,2023-06-19,1050,Toys,678.06,4,2712.24,"Debit Card",Pending,"54724 Alexis View Suite 715
North Jamie, KS 77918",54
1154,200,"Heather Chang",ostrong@hotmail.com,2024-03-05,1036,Electronics,2430.06,4,9720.24,"Debit Card",Pending,"USCGC Bell
FPO AP 87430",55
1072,385,"Heather Greene",welchkristen@smith-downs.com,2024-05-24,1029,Toys,3086.34,3,9259.02,"Credit Card",Pending,"491 Sandra Parkway Apt. 532
New Jennifermouth, WV 55369",56
1155,327,"Eric Smith",allentara@torres.biz,2025-02-04,1008,Unknown,2359.48,1,2359.48,Cash,Shipped,"7064 Brian Course
Lake Lisahaven, AK 43622",57
1156,267,"Brad Gallegos",melissawood@austin.com,2024-12-17,1079,Clothing,728.94,2,1457.88,"Credit Card",Cancelled,"38052 Christina Valleys
Laurenfurt, UT 61229",58
1073,339,"Jennifer Bishop",jimenezmark@smith.biz,2023-12-16,1025,Books,2574.45,6,15446.70,Cash,Shipped,"24803 Huff Field
West John, FL 77826",59
1157,417,"Joseph Hamilton",zmartinez@waters.com,2023-03-06,1003,Electronics,4573.06,2,9146.12,"Bank Transfer",Cancelled,"55377 Mullen Burgs
Leahhaven, TX 49556",60
1005,106,"Debbie Baker",vvargas@gmail.com,2023-09-10,1051,Toys,562.62,5,2813.10,Cash,Shipped,"03845 Bryan Branch Suite 738
New Joelside, ID 50557",61
1074,91,"Todd Jones",hwebb@gmail.com,2023-05-14,1055,"Home & Kitchen",2507.05,7,17549.35,"Bank Transfer",Shipped,"2778 Sanchez Port
Lake Davidhaven, ID 50126",62
1075,366,"Robert Williams",sheppardscott@yahoo.com,NULL,1081,Unknown,1300.70,7,9104.90,Cash,Cancelled,"055 Evans Wells Apt. 430
South Garrett, WI 75903",63
1158,32,"Kyle Myers",NULL,2023-11-26,1062,Electronics,3788.34,8,30306.72,"Credit Card","Not Delivered","818 Meadows Viaduct
Gregoryborough, MT 28740",64
1076,443,"Harold Jones",rickeywilson@hotmail.com,2024-05-29,1046,Clothing,2273.80,1,2273.80,"Credit Card",Delivered,"958 Amanda Wall
South Saraport, CT 60777",65
1159,47,"William Williams",jimmyjohnson@yahoo.com,2024-07-03,1047,Electronics,4049.80,0,0.00,"Bank Transfer","Not Delivered","USNS Campbell
FPO AP 44438",66
1160,406,"Jose Peters",hendersonbryan@hotmail.com,2024-11-22,1077,"Home & Kitchen",1318.87,4,5275.48,"Credit Card",Pending,"738 Nicole Mount
New Kristen, TX 05937",67
1077,454,"Mr. Mark Larson",johnrobinson@gmail.com,2024-09-01,1024,Electronics,4585.22,4,18340.88,"Credit Card",Cancelled,"795 Juan Overpass Apt. 770
Chambersberg, VA 10966",68
1161,61,"Whitney Palmer",ooconnor@lee.com,2023-03-24,1098,"Home & Kitchen",2330.20,2,4660.40,"Credit Card",Processing,"956 Jackson Port Apt. 567
Abbottburgh, AK 70616",69
1078,427,"Jason Nelson",matthew87@yahoo.com,2024-05-21,1075,Clothing,772.65,3,2317.95,"Bank Transfer",Returned,"720 Liu Loop Apt. 030
Bakerview, GA 86653",70
1079,263,"John Goodwin",NULL,2024-02-06,1026,Books,1333.78,9,12004.02,"Credit Card",Processing,"84486 James Union Suite 803
Port Shelbybury, AR 22459",71
1162,215,"Charles Wallace",amystone@barajas.com,2023-10-30,1088,Toys,3672.88,8,29383.04,"Credit Card",Pending,"99567 Tyler Plains
Brandonfurt, ID 93884",72
1080,430,"Terry Mason",NULL,2023-10-19,1098,Electronics,2531.34,7,17719.38,"Credit Card",Pending,"Not Available",73
1081,34,User,thomasanita@yahoo.com,2024-02-27,1028,Clothing,2539.27,6,15235.62,"Credit Card","Not Delivered","46674 Jermaine Pass Apt. 258
Jessechester, FL 99145",74
1163,292,"Scott Powell",edward37@gmail.com,2025-01-10,1096,Clothing,4375.56,9,39380.04,"Credit Card","Not Delivered","650 Anna Ranch Apt. 422
North Nicholasfort, VA 04217",75
1164,98,"Christopher Walton",browncasey@yahoo.com,2024-08-28,1061,Electronics,4575.84,5,22879.20,"Credit Card",Shipped,"42504 Walters Causeway Suite 795
South Christopherton, AK 15875",76
1082,205,"Juan Orr",jamesgibson@cannon.com,2024-02-04,1003,Clothing,396.24,9,3566.16,"Bank Transfer","Not Delivered","10663 Zavala Burg
Lake Richardstad, OH 36367",77
1006,71,"Mrs. Tanya Mullen",brendareese@gmail.com,2023-03-09,1069,Unknown,4008.69,0,0.00,"Bank Transfer",Pending,"3905 Elizabeth Tunnel Apt. 096
Sarahfurt, MT 87186",78
1165,171,"John Adams",cparker@rocha.com,NULL,1032,Electronics,2456.02,3,7368.06,PayPal,"Not Delivered","13479 Nicole Lakes
Damonmouth, AL 25937",79
1007,188,"Adam Gonzalez",msmith@hebert.org,2024-12-13,1095,Toys,2410.54,8,19284.32,"Credit Card",Cancelled,"166 Griffith Mountain
South Keithchester, DC 16249",80
1083,80,"Andrew Smith",regina63@gmail.com,2024-07-27,1075,Toys,3926.11,4,15704.44,"Credit Card",Delivered,"69579 Martinez Spurs Suite 657
East Travisview, RI 02658",81
1166,359,"Joseph Rogers",mariaryan@davis-anderson.org,2024-08-22,1094,Electronics,3802.76,7,26619.32,"Credit Card",Pending,"216 Adams Square
Lake Christopher, MA 74290",82
1084,419,"Devin Trujillo",michaelvaughan@brown.info,NULL,1038,Books,681.80,1,681.80,"Credit Card",Delivered,"5582 Dillon Harbor
Port Marcia, NE 01524",83
1167,213,"Cathy Glover",joseph63@gmail.com,2023-03-04,1013,Electronics,4718.05,6,28308.30,"Bank Transfer",Returned,"1168 Bishop Route Suite 946
Gregoryburgh, ID 56449",84
1168,474,"Tracey Ford",powersjerry@gmail.com,2023-04-09,1001,"Home & Kitchen",4361.44,5,21807.20,Cash,Pending,"121 Christine Junctions
Simmonschester, MI 65773",85
1169,34,"Anna Miller",kgonzalez@lucas-mahoney.com,2023-10-18,1034,Unknown,4272.02,7,29904.14,"Bank Transfer",Returned,"01879 Golden Alley Suite 896
Garciaton, OH 71373",86
1085,49,"Wanda Williams",michael45@gmail.com,2023-05-09,1061,Unknown,4148.00,1,4148.00,"Debit Card","Not Delivered","615 Hernandez Parkways Suite 332
Randyside, CT 33087",87
1170,448,"Walter Rogers",qbrown@chavez-cooper.net,2023-11-28,1062,Unknown,522.05,3,1566.15,"Debit Card",Returned,"881 Mills Field
East Claudia, SD 07322",88
1086,359,"James Murphy",NULL,2023-07-12,1078,Toys,2341.40,5,11707.00,"Credit Card",Delivered,"926 Dawn Oval
Natashaside, PA 62881",89
1171,226,"Michael Potter",fowlerelizabeth@bryant.com,2023-03-04,1079,Toys,510.31,6,3061.86,"Credit Card",Pending,"652 Fernandez Walk
Charlesville, MD 98732",90
1172,100,"Adam Roberts",jason49@wilson-ashley.com,2024-10-19,1078,Books,2574.45,3,7723.35,"Credit Card",Processing,"789 Sara Tunnel
Rachelberg, AL 32005",91
1087,387,"Ronald Delgado",jordangould@yahoo.com,2024-12-20,1051,Electronics,2320.44,4,9281.76,Cash,Pending,"PSC 1387, Box 9130
APO AP 12210",92
1173,430,"Jason Stewart",hudsonjim@hotmail.com,2024-12-31,1093,Clothing,4867.10,9,43803.90,Cash,Processing,"834 Miller Locks
North Sydney, NJ 86082",93
1088,1,"Nicholas Rogers",NULL,2025-01-16,1090,Unknown,2278.35,5,11391.75,"Credit Card",Returned,"USS Hunter
FPO AA 67757",94
1174,461,"Eric Sullivan",brittanyperez@jimenez.com,2023-05-13,1098,Unknown,2706.08,5,13530.40,PayPal,Delivered,"1457 Eddie Hollow Apt. 923
Riverabury, OR 44887",95
1089,389,"Jennifer Wood",williamsonariel@casey.biz,NULL,1048,Toys,2022.86,5,10114.30,Cash,Returned,"43458 Amanda Burg Suite 506
New Claudia, LA 42043",96
1175,130,"Michael Smith",newtonjacob@hotmail.com,2023-05-03,1082,Electronics,1279.64,1,1279.64,"Credit Card","Not Delivered","0085 Bryant Mall
Shannonmouth, FL 02849",97
1090,53,"Julia Ortiz",dfitzgerald@gmail.com,2023-10-24,1021,Books,80.80,5,404.00,Cash,Cancelled,"401 William Mount Suite 114
Lake Thomas, MD 67822",98
1091,105,"Sean Keller",jasonmurphy@gmail.com,2024-03-27,1054,"Home & Kitchen",2185.73,9,19671.57,PayPal,Pending,"490 Mary Trail Apt. 292
Williamberg, WA 48982",99
1176,256,"Jennifer Parker",shawsamantha@webb.biz,2024-07-20,1071,Unknown,2734.22,3,8202.66,"Credit Card",Processing,"72093 Samuel Cliff
South Sabrina, IA 06917",100
1177,4,"Rita Hopkins",NULL,2024-07-24,1093,Toys,1719.15,3,5157.45,"Credit Card",Cancelled,"Unit 5085 Box 6408
DPO AA 75674",101
1092,259,User,stevenkelly@hotmail.com,NULL,1056,"Home & Kitchen",2253.01,4,9012.04,"Debit Card",Processing,"46942 Ramos Skyway
North Susanshire, KY 02771",102
1093,309,"Candace Hopkins",michaelbecker@hotmail.com,2023-12-25,1094,Electronics,1943.55,9,17491.95,"Credit Card",Delivered,"0865 Nicole Place Suite 716
Newtonfurt, SC 52061",103
1178,217,"Wanda Fernandez",NULL,2024-04-14,1031,Books,370.35,0,0.00,"Debit Card",Pending,"537 Lee Hills Suite 657
Port Davidmouth, NY 12921",104
1179,254,"Jesse Garza",mark62@hotmail.com,2024-03-02,1064,Unknown,1427.02,5,7135.10,"Debit Card",Returned,"7890 Walker Harbors
Gomezburgh, FL 14968",105
1180,397,"John Fowler",alyssa92@flores.net,2023-06-11,1025,Toys,1842.41,5,9212.05,"Debit Card",Pending,"957 Philip Brook
East Daniel, OR 66916",106
1181,358,"Jose Bender",esingh@morrison.com,2024-06-05,1038,"Home & Kitchen",3480.93,4,13923.72,Cash,"Not Delivered","28971 Jonathan Way Suite 898
East Donnaburgh, RI 93811",107
1182,282,"Kelsey Gay",samantha60@hoffman.net,2023-10-29,1014,Books,3769.63,1,3769.63,"Bank Transfer",Shipped,"628 Madden Rapids
Gonzalezmouth, MI 18719",108
1183,392,"Crystal Baxter",kelseyaguilar@bernard.biz,2024-05-27,1008,Toys,3898.87,8,31190.96,"Credit Card",Processing,"10189 Nicholas Orchard
Port Ian, IA 10509",109
1184,206,"Michael Powell",john55@yahoo.com,2025-01-26,1091,Unknown,2511.41,0,0.00,"Bank Transfer",Processing,"52613 Michael Ways Suite 318
Jamesmouth, DC 24016",110
1185,14,"Danielle Williams",tiffanyballard@hotmail.com,2025-02-03,1054,"Home & Kitchen",3478.58,3,10435.74,"Bank Transfer",Processing,"72272 Meyer Forges Suite 576
Youngfurt, GA 93093",111
1186,345,"Alice Carlson",collinsthomas@yahoo.com,2023-10-04,1002,Toys,284.73,1,284.73,"Debit Card",Returned,"78255 Anthony Ramp Apt. 614
New Danielshire, OK 80099",112
1187,41,"Jason Young",andrew77@williams.com,2023-06-28,1081,Toys,2679.18,8,21433.44,"Bank Transfer",Cancelled,"0348 Julia Forest
Odonnellfort, WA 97215",113
1188,379,"Sean Huff",bmedina@best.com,2023-12-06,1078,Unknown,1615.64,6,9693.84,"Credit Card",Cancelled,"0266 Pugh Coves
South Curtis, NH 37085",114
1189,460,"Barbara Stanley",zrobinson@hurst.org,2024-07-31,1089,Books,4166.88,5,20834.40,"Credit Card",Processing,"0382 Matthew Alley Suite 107
South Justin, NJ 88973",115
1190,178,"Paula Wang",michelle55@harris.com,2024-02-15,1056,"Home & Kitchen",3143.97,6,18863.82,"Credit Card",Cancelled,"51035 Henderson Station
Port Donnaborough, RI 52225",116
1191,62,"Mark Rivera",nicholasbraun@gmail.com,2023-10-23,1094,Electronics,1273.88,7,8917.16,PayPal,Shipped,"488 Kelly Lane Suite 173
Port Edward, NC 71440",117
1192,351,"Ashley Young",april63@faulkner-ward.info,2023-08-08,1093,Clothing,4915.18,2,9830.36,Cash,Processing,"769 Porter Garden
Waynehaven, MS 88276",118
1094,476,"Brooke Dixon",stevenmata@hotmail.com,2024-09-15,1059,"Home & Kitchen",4622.85,9,41605.65,"Credit Card",Delivered,"USCGC Black
FPO AA 32352",119
1095,190,"Peter Chen",james64@yahoo.com,2024-01-09,1072,Toys,71.98,9,647.82,"Credit Card",Processing,"179 Clark Prairie
Catherinemouth, WV 67567",120
1096,401,"Katie Ward",stevensonsteven@yahoo.com,2024-04-25,1051,Electronics,2663.92,7,18647.44,"Credit Card",Cancelled,"3521 Hartman Squares
Dunnton, NH 24654",121
1097,217,"Kristie Rose",marymcpherson@nguyen-mason.com,2024-10-14,1020,Unknown,1111.15,8,8889.20,Cash,Cancelled,"548 Moore Manors
Thomasfort, WA 39572",122
1098,43,"Lisa Velez",youngsean@gmail.com,2024-05-30,1096,Books,296.09,5,1480.45,"Credit Card",Delivered,"3186 Elizabeth Common Suite 456
Larsonchester, DE 27832",123
1099,161,"Stephanie Roman",xmoody@gmail.com,2024-07-28,1086,Electronics,4372.71,7,30608.97,Cash,Delivered,"924 Brett Rest Apt. 032
East Bethany, WV 93865",124
1100,201,"Kristine Davis",ashley44@daniels-santana.com,2025-01-23,1059,Unknown,49.95,4,199.80,"Credit Card",Processing,"USS Sharp
FPO AP 92307",125
1101,445,"Morgan Curry",tracy15@burgess.com,2024-09-10,1071,Electronics,2037.08,3,6111.24,"Credit Card",Pending,"542 Diane Bypass
Rebeccashire, AK 15906",126
1193,230,"Renee Alvarez",NULL,2024-01-25,1084,Books,3929.42,1,3929.42,"Bank Transfer",Delivered,"87181 Maria Haven Apt. 673
Kellyborough, KS 23865",127
1194,240,"Natasha Smith",alucas@hotmail.com,2023-10-19,1085,"Home & Kitchen",4085.92,4,16343.68,Cash,Returned,"1576 Wong Forge Suite 669
Elizabethland, NE 65151",128
1195,51,"Patrick Flores",lfaulkner@yahoo.com,2023-05-01,1061,Toys,1637.23,0,0.00,Cash,Shipped,"4183 Meagan Pine
South Heather, WY 34294",129
1196,95,"Alexander Chapman",NULL,2024-10-13,1022,"Home & Kitchen",402.87,9,3625.83,Cash,Returned,"2462 Guzman Rapids Apt. 789
Brianland, LA 91736",130
1197,387,"Gregory Hernandez",davidjensen@gmail.com,2024-08-25,1035,Clothing,2539.27,0,0.00,"Credit Card",Processing,"54888 Susan Mount
West Reginashire, WY 09338",131
1198,221,"Phillip Taylor",NULL,2023-12-11,1016,Unknown,2230.97,4,8923.88,"Credit Card",Shipped,"USCGC Robbins
FPO AP 78411",132
1199,484,"Denise Black",raymondporter@jones.com,2024-12-05,1050,Clothing,635.13,8,5081.04,"Credit Card",Processing,"52121 Day Dale
Patriciaport, VA 06287",133
1200,406,"Kristina Sullivan",tracyortega@yahoo.com,2023-04-21,1043,Electronics,741.53,2,1483.06,Cash,Shipped,"9927 Carter Lane Apt. 347
North Darrell, CO 59398",134
1201,230,"Seth Bowen",joymoore@hotmail.com,2024-06-29,1017,Electronics,2663.92,2,5327.84,"Credit Card",Processing,"24454 Sara Divide
South Eric, NV 86375",135
1202,236,"Andrew Ryan",tammychavez@hart-armstrong.biz,2024-12-16,1080,Clothing,3301.05,2,6602.10,"Credit Card",Delivered,"20332 Hicks Fall
Weeksmouth, MD 85995",136
1102,483,"Robert Robles",brenda36@king.com,2024-05-30,1009,Clothing,1491.91,5,7459.55,"Debit Card",Processing,"01852 Martin Mountain
North Jenniferfurt, RI 94820",137
1203,142,"Heather Simmons",tranlindsey@hotmail.com,NULL,1058,Books,3819.20,7,26734.40,"Credit Card",Returned,"73115 Dylan Spurs
Bryantport, DC 15012",138
1103,269,"Rachel Cox",NULL,2024-03-12,1001,Clothing,2539.27,5,12696.35,"Credit Card",Cancelled,"1100 Payne Summit Apt. 700
Timothyview, SD 10688",139
1204,170,"Ashley Mosley",luisibarra@cunningham.biz,2023-04-17,1002,Books,3296.88,2,6593.76,"Credit Card",Shipped,"982 Mcdonald Forges
Watkinsmouth, NH 95682",140
1104,350,"Gabriella Martin",vargaschristine@yahoo.com,2023-09-04,1029,Electronics,2623.15,8,20985.20,"Credit Card",Processing,"6783 Singh Prairie Suite 317
Ramirezshire, MD 57772",141
1105,303,"Sheryl Johnson",jasmine76@hotmail.com,2023-06-08,1063,"Home & Kitchen",194.69,9,1752.21,"Credit Card",Processing,"951 Owens Crescent Suite 277
North Stevenshire, NM 53918",142
1205,28,"Michelle Hernandez",cruzamanda@mills.org,2024-05-01,1004,Toys,527.29,2,1054.58,"Credit Card",Delivered,"3206 Donald Gardens Apt. 529
East Scottfurt, MT 63607",143
1206,35,"Lawrence Gonzales",stephaniegalvan@yahoo.com,2024-10-24,1085,Electronics,2639.84,5,13199.20,"Bank Transfer",Pending,"05501 Thompson Glens Suite 497
Nelsonmouth, WV 36814",144
1207,12,"Dr. Rachel Watkins DVM",NULL,2024-05-10,1039,Toys,4283.78,4,17135.12,"Credit Card",Processing,"6470 Edwards Overpass Apt. 567
Amytown, NY 74731",145
1208,159,"Justin Lambert",sarahwhitney@paul.com,2024-06-02,1098,Electronics,4749.40,6,28496.40,PayPal,"Not Delivered","090 Lisa Groves
Byrdchester, DC 26577",146
1106,270,"Danielle Mccoy",tmorgan@clark.net,2024-12-12,1072,Clothing,2412.52,6,14475.12,Cash,Processing,"4869 John Spur Suite 820
South Suzanne, AR 08105",147
1209,326,"Michael Martin",janetherring@reed.com,2023-08-08,1094,Clothing,1708.40,9,15375.60,"Credit Card",Shipped,"941 Hall Parkways Apt. 537
Port Beverly, MT 10799",148
1107,455,"Shannon Davis",tara74@yahoo.com,2023-05-17,1056,Books,2264.31,4,9057.24,"Credit Card",Pending,"47811 Hicks Rapid
Lake Rachelview, ID 63117",149
1210,186,"Lisa Obrien",btownsend@hotmail.com,2023-06-02,1006,Books,2739.29,2,5478.58,Cash,Cancelled,"14353 Blair Mountains
West Michaelfort, OH 50205",150
1108,461,"Kyle Hampton",smithandrew@yahoo.com,2024-02-21,1068,Unknown,2511.41,2,5022.82,"Credit Card",Shipped,"5370 Eric Crest Suite 986
Buchananburgh, TN 01879",151
